(343.951,-265.576,-334.077)
(313.951,-260.576,-334.077)
(288.951,-245.576,-334.077)
(273.951,-220.576,-334.077)
(268.951,-190.573,-334.077)
(273.951,-169.576,-334.077)
(288.951,-135.576,-334.077)
(313.951,-120.576,-334.077)
(343.951,-115.576,-334.077)
(373.951,-120.576,-334.077)
(398.951,-135.576,-334.077)
(413.951,-160.576,-334.077)
(418.951,-190.576,-334.077)
(413.951,-220.576,-334.077)
(398.951,-245.576,-334.077)
(373.951,-260.576,-334.077)
(343.951,-265.576,-334.077)
